"","1","2","3"
"1",0.895346468920837,0.0190712397841127,0.0855822912950498
"2",0.901664303075839,0.0176954026579982,0.080640294266163
"3",0.908007717028644,0.0163414347962669,0.0756508481750889
"4",0.914364686250258,0.0150121021945208,0.0706232115552211
"5",0.920720856596543,0.0137104762611918,0.0655686671422658
"6",0.927060153266609,0.012439789422523,0.0605000573108677
"7",0.933363757762989,0.0112035895624822,0.0554326526745283
"8",0.939610390784129,0.0100056502420119,0.050383958973859
"9",0.945776232608378,0.00884994579616264,0.0453738215954592
"10",0.998956325441312,0.000128580956417647,0.000915093602270792
"11",0.995278141141878,0.000561015727602021,0.00416084313052052
"12",0.988533322712529,0.0013113850191104,0.0101552922683608
"13",0.97824782864693,0.00238969133952018,0.01936248001355
"14",0.974301531189759,0.00386562272738183,0.0218328460828596
"15",0.979267917902742,0.00306376934250304,0.0176683127547547
"16",0.921473497589692,0.00754058661420246,0.0709859157961058
"17",0.988043484197769,0.00170270236440836,0.0102538134378228
"18",0.858064464984899,0.0122884223219798,0.129647112693121
"19",0.994848948697342,0.000705290309294685,0.00444576099336325
"20",0.997312017677378,0.000360555785364607,0.0023274265372579
"21",0.999032907389146,0.000127001069422898,0.000840091541431086
"22",0.999909069419021,1.16828536482304e-05,7.92477273312096e-05
"23",0.609689723248416,0.0243939337324399,0.365916343019144
"24",0.998686793195692,0.000161151155278127,0.00115205564903017
"25",0.996354656707045,0.000436683574969378,0.00320865971798546
"26",0.992701466438374,0.000852775835509158,0.0064457577261173
"27",0.987591611557406,0.00141289309755605,0.0109954953450376
"28",0.980884092973526,0.00211927547985465,0.0169966315466194
"29",0.972437104316207,0.00297233756133364,0.0245905581224597
"30",0.962108832155154,0.00397055353272275,0.0339206143121231
"31",0.949762379509621,0.00510994807244538,0.0451276724179335
"32",0.935270773923803,0.00638365218329917,0.0583455738928974
"33",0.0986310439946577,0.0158711494990091,0.885497806506333
"34",0.0718873174007287,0.0129862663499981,0.915126416249273
"35",0.0501124609209967,0.0101359398397342,0.939751599239269
"36",0.0329269146463252,0.00743915924696423,0.959633926106711
"37",0.827445441920965,0.0142985546150978,0.158256003463937
"38",0.0105213011701132,0.00294749235559742,0.986531206474289
"39",0.00438574670992384,0.00136449918312084,0.994249754106955
"40",0.00102886508086358,0.000354948561006882,0.99861618635813
"41",1.41380134036775e-06,5.40108700744723e-07,0.999998046089959
"42",0.66143650499983,0.0226150862033787,0.315948408796791
"43",0.622827959190051,0.0239779295732781,0.353194111236671
"44",0.583091502809709,0.0251613345826996,0.391747162607591
"45",0.542589585239901,0.0261358712077167,0.431274543552383
"46",0.0178769369022115,0.0111977044597203,0.970925358638068
"47",0.460862740262794,0.0273620765178064,0.5117751832194
"48",0.420432459286356,0.0275791234608579,0.551988417252786
"49",0.380807017580243,0.0275203416335679,0.591672640786189
"50",0.342343602286064,0.0271852405766426,0.630471157137293
"51",0.305364664850112,0.0265802757243371,0.66805505942555
"52",0.270148815605096,0.0257182545218143,0.704132929873089
"53",0.236926000697951,0.024617871686554,0.738456127615495
"54",0.205879110171632,0.0233032254293143,0.770817664399054
"55",0.17713447596564,0.0218021616944463,0.801063362339914
"56",0.0805558176073526,0.131980116536102,0.787464065856546
"57",0.0849731609630813,0.153469803422911,0.761557035614008
"58",0.0887569023850094,0.176838289489429,0.734404808125562
"59",0.0110401691961611,0.955812933336904,0.0331468974669344
"60",0.0692197589013401,0.0126636840976702,0.91811655700099
"61",0.0545264731301906,0.0107572257112058,0.934716301158604
"62",0.041918516042615,0.00890825031035728,0.949173233647028
"63",0.0312784349928022,0.00715300318496718,0.961568561822231
"64",0.0964231034785855,0.354054173148034,0.54952272337338
"65",0.0152909435879946,0.00403828685168605,0.980670769560319
"66",0.00968943626721888,0.00274649507346972,0.987564068659311
"67",0.00549482278039849,0.00167040535719223,0.992834771862409
"68",0.00257353477665706,0.000838461591359897,0.996588003631983
"69",0.0833997274142176,0.53478704829773,0.381813224288052
"70",4.72809486369497e-05,1.7659691919183e-05,0.999935059359444
"71",0.000200708239683686,8.01979997509424e-05,0.999719093760565
"72",0.00115412888339852,0.000493097696058838,0.998352773420543
"73",0.00280679638406857,0.00128164444506986,0.995911559170862
"74",0.00506591229156357,0.00247119945083166,0.992462888257605
"75",0.00784537200406807,0.00408685982239062,0.988067768173541
"76",0.0110656749395864,0.00615360227308795,0.982780722787326
