"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @noconversion: More missionaries are coming now @BJP4India  can not blame this on Congress ..BJP has gone Soft on real Hindu issues @sam…",FALSE,0,NA,2018-02-27 08:45:54,FALSE,NA,"968406826449539072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alokdb2011",264,TRUE,FALSE,NA,NA
"2","RT @BJP4India: From Princess to Poetry and from Buddha to Bollywood; India &amp; Korea have so much in common : PM @narendramodi - Watch at htt…",FALSE,0,NA,2018-02-27 08:45:40,FALSE,NA,"968406769579053062",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ASharmua",86,TRUE,FALSE,NA,NA
"3","RT @Nik_Haldankar: .@AAPGoa condemns .@BJP4India's ' Vendetta Politics' stand together for .@ArvindKejriwal <ed><U+00A0><U+00BD><ed><U+00B1><U+008D> https://t.co/xvccp9T1v7",FALSE,0,NA,2018-02-27 08:45:12,FALSE,NA,"968406651169468416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jvsk3",3,TRUE,FALSE,NA,NA
"4","RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…",FALSE,0,NA,2018-02-27 08:45:09,FALSE,NA,"968406638838169601",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kaykay2506",730,TRUE,FALSE,NA,NA
"5","RT @ThinkersPad: Today, @BJP4India occupies Political Hindutva platform so dominantly, that Shiv Sena has decided to look for other pasture…",FALSE,0,NA,2018-02-27 08:44:48,FALSE,NA,"968406550489518080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kal_Chiron",499,TRUE,FALSE,NA,NA
"6","@NewsX @Swamy39 @BJP4India @swamy_sena I too agree @Swamy39",FALSE,0,"NewsX",2018-02-27 08:44:45,FALSE,"968383124605472768","968406539118653441","23405846","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nonehatesme",0,FALSE,FALSE,NA,NA
"7","RT @bhangale: Life is Beautiful ... 
@ARCHANASHAH8 
@BJP4India 
@Ayushmishrabjp 
@gaby79285750 
@RRMahalle 
@ameesha_patel 
@AmrutaOfficial…",FALSE,0,NA,2018-02-27 08:44:43,FALSE,NA,"968406528989437952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ganesh66628094",39,TRUE,FALSE,NA,NA
"8","@Chancha85074606 @AmitShah @BJP4India @BJP4Karnataka @BSYBJP It is true this is alive because of such sprit like yo… https://t.co/SY6LOIKNp8",FALSE,0,"Chancha85074606",2018-02-27 08:44:37,TRUE,"968144629756391424","968406505002160128","966229733233999872","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MaheshJiVerma1",0,FALSE,FALSE,NA,NA
"9","RT @AviralKapil1: @imra_mra @RailMinIndia @PiyushGoyalOffc @PiyushGoyal @BJP4India Don't know why do they lick? Always women empowerment, w…",FALSE,0,NA,2018-02-27 08:44:35,FALSE,NA,"968406496080838657",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ksdratan",7,TRUE,FALSE,NA,NA
"10","@ptshrikant @BJP4India @UPGovt @BJP4UP Great sir",FALSE,0,"ptshrikant",2018-02-27 08:44:27,FALSE,"968405316479082496","968406463973539840","798135834","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RinkuVyas17",0,FALSE,FALSE,NA,NA
"11","RT @ThinkersPad: Today, @BJP4India occupies Political Hindutva platform so dominantly, that Shiv Sena has decided to look for other pasture…",FALSE,0,NA,2018-02-27 08:44:26,FALSE,NA,"968406459846336512",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","MODIFIREKBAR",499,TRUE,FALSE,NA,NA
"12","RT @akhileshsharma1: As @BSYBJP turns 75 today, he is likely to be an exception to @BJP4India 75 years retirement rule in case the party co…",FALSE,0,NA,2018-02-27 08:44:23,FALSE,NA,"968406446239985664",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","rajeevranjan85",12,TRUE,FALSE,NA,NA
"13","@BindAmresh Bogus Jumla Party (@BJP4India) is just another extension of UPA. #NarendraModi is a ""saffronized marxis… https://t.co/OgH51l3bOz",FALSE,0,"BindAmresh",2018-02-27 08:44:14,TRUE,"968396300818329601","968406406197112832","2335268803","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","meritocratic",0,FALSE,FALSE,NA,NA
"14","RT @mani24sjcplgma1: @svaradarajan Meaning @myogiadityanath with D Help of @narendramodi @BJP4India @RSSorg Where Responsible 4r D Crimes C…",FALSE,0,NA,2018-02-27 08:44:13,FALSE,NA,"968406403730743297",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","prameshjain12",1,TRUE,FALSE,NA,NA
"15","RT @ThinkersPad: Today, @BJP4India occupies Political Hindutva platform so dominantly, that Shiv Sena has decided to look for other pasture…",FALSE,0,NA,2018-02-27 08:43:54,FALSE,NA,"968406325787938817",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cl_verma37",499,TRUE,FALSE,NA,NA
"16","RT @NewsX: In my opinion, it’s a murder: BJP MP Subramanian Swamy on Sridevi’s demise
#SrideviDeathMystery #Sridevi @Swamy39 @BJP4India @sw…",FALSE,0,NA,2018-02-27 08:43:42,FALSE,NA,"968406273296277504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nonehatesme",14,TRUE,FALSE,NA,NA
"17","RT @BJP4India: I urged the scientific community to deliberate on how Artificial Intelligence could help us make life easier for farmers, di…",FALSE,0,NA,2018-02-27 08:43:32,FALSE,NA,"968406232037056513",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ASharmua",350,TRUE,FALSE,NA,NA
"18","RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u",FALSE,0,NA,2018-02-27 08:43:32,FALSE,NA,"968406230979919873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realshenoy",323,TRUE,FALSE,NA,NA
"19","PM &amp; @BJP4India will lose both respect &amp; votes if anything like this ever happens. Addressing these ""sinister"" issu… https://t.co/EfYsbWGjm3",FALSE,0,NA,2018-02-27 08:43:14,TRUE,NA,"968406157701378050",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sujatasuri",0,FALSE,FALSE,NA,NA
"20","RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…",FALSE,0,NA,2018-02-27 08:43:14,FALSE,NA,"968406156803624960",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","karavadiraghava",212,TRUE,FALSE,NA,NA
"21","@Pradeep1Mishra @YssHeadOffice @AsaramBapuJi @YssGzb @YssHyderabad @YssChandigarh @YssThane @YssAgraOfficial… https://t.co/qIfcXnAiUA",FALSE,0,"Pradeep1Mishra",2018-02-27 08:43:09,TRUE,"968300711225196545","968406135542759424","1695316952","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Chakrad86481356",0,FALSE,FALSE,NA,NA
"22","Another scam.... This time by media so you don't hear about this.. 
.
https://t.co/T2IjY5Egn0 @INCIndia @BJP4India… https://t.co/TDxLi0aVCh",FALSE,0,NA,2018-02-27 08:43:06,TRUE,NA,"968406122401902592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_resurgentindia",0,FALSE,FALSE,NA,NA
"23","@amritabhinder @NoufMarwaai @BJP4India @narendramodi @mannukoshy You are welcome <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>",FALSE,0,"amritabhinder",2018-02-27 08:42:44,FALSE,"968396249920626688","968406029888352256","37396883","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NaghoOoOoma",0,FALSE,FALSE,NA,NA
"24","RT @ThinkersPad: Today, @BJP4India occupies Political Hindutva platform so dominantly, that Shiv Sena has decided to look for other pasture…",FALSE,0,NA,2018-02-27 08:42:43,FALSE,NA,"968406027426193412",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","vinilharsh12",499,TRUE,FALSE,NA,NA
"25","RT @Abhishek__k2712: It's high time for the @BJP4India govt to make clear whether at all they're concerned about the future of students who…",FALSE,0,NA,2018-02-27 08:42:43,FALSE,NA,"968406027417763840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Isha91777537",19,TRUE,FALSE,NA,NA
"26","@PakizaKhan18 @narendramodi @AjazkhanActor @RSSorg @BJP4India Nice",FALSE,0,"PakizaKhan18",2018-02-27 08:42:41,FALSE,"967986428750671872","968406016730779648","961699526984658944","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ayaj_mo",0,FALSE,FALSE,NA,NA
"27","RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u",FALSE,0,NA,2018-02-27 08:42:37,FALSE,NA,"968405999919939584",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nonehatesme",323,TRUE,FALSE,NA,NA
"28","No matter what my vote will go to Congress in 2019.

Ashim Khurana resign karo.

CBI enquiry in SSC PAPER LEAK.… https://t.co/KDTVIAfPEJ",FALSE,2,NA,2018-02-27 08:42:08,TRUE,NA,"968405881472856064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pratyush070794",1,FALSE,FALSE,NA,NA
"29","RT @Abhishek__k2712: It's high time for the @BJP4India govt to make clear whether at all they're concerned about the future of students who…",FALSE,0,NA,2018-02-27 08:42:08,FALSE,NA,"968405879924998144",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","brajeshhappy",19,TRUE,FALSE,NA,NA
"30","RT @BJP4India: We are on a de-regulation and de-licensing drive. Validity period of industrial licenses has been increased from three years…",FALSE,0,NA,2018-02-27 08:42:07,FALSE,NA,"968405877584814080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SangameshAnga19",93,TRUE,FALSE,NA,NA
"31","@myogiadityanath - Only a leader as devoted and dedicated as you can save the holiness of this religious town Allah… https://t.co/Fjc984s3v2",FALSE,0,"AnandMishra19",2018-02-27 08:42:02,TRUE,"968377617912090625","968405855787016192","360556512","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnandMishra19",0,FALSE,FALSE,NA,NA
"32","RT @BJP4India: In a unique endeavour in Raipur, Chhattisgarh, the state’s first ‘Trash Mahotsav’ was organized. The objective behind this f…",FALSE,0,NA,2018-02-27 08:41:56,FALSE,NA,"968405827420798978",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RaghuveerBelur",238,TRUE,FALSE,NA,NA
"33","@Rss__org @BJP4India @narendramodi @OPSharmaBJP @MlaVishwasNagar @sunilkapoor8 The root cause is the Congress who a… https://t.co/rpRewXuF3H",FALSE,0,"Rss__org",2018-02-27 08:41:50,TRUE,"967971631535550464","968405805006573568","2882935195","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Vasudev00411816",0,FALSE,FALSE,NA,NA
"34","RT @sagarikaghose: The @INC MLA's son was rightly condemned for beating up an injured man, will the @BJP4India MLA who killed 9 people be e…",FALSE,0,NA,2018-02-27 08:41:48,FALSE,NA,"968405796894662656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nimiraja2011",577,TRUE,FALSE,NA,NA
"35","RT @BJP4India: If you see around the globe, there are very few countries where you have three important factors of economy together. They a…",FALSE,0,NA,2018-02-27 08:41:46,FALSE,NA,"968405785909780480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vipin123panwar",93,TRUE,FALSE,NA,NA
"36","RT @BJP4India: I would like to personally invite to India those who are not yet present here. There are very few countries in the world whe…",FALSE,0,NA,2018-02-27 08:41:45,FALSE,NA,"968405782684491776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SangameshAnga19",82,TRUE,FALSE,NA,NA
"37","Why didn’t ECI think of this ...would have saved @bjd_odisha and @BJP4India their money and @Naveen_Odisha and… https://t.co/ioSWKtmfFP",FALSE,0,NA,2018-02-27 08:41:37,TRUE,NA,"968405749918449664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","meeramohanty",0,FALSE,FALSE,NA,NA
"38","@hemant_p @amritabhinder @barbarindian @NoufMarwaai @BJP4India @narendramodi @mannukoshy What a loser<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
Do everyo… https://t.co/IZvVPSmDuN",FALSE,0,"hemant_p",2018-02-27 08:41:37,TRUE,"968401280069599232","968405748010110977","100899006","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NaghoOoOoma",0,FALSE,FALSE,NA,NA
"39","@RoopaSpeaks @rajarshilahiri @BJP4India @149paramita @jay_majumdar Like your way of politics. Wondering why they we… https://t.co/qD5iNvrTQZ",FALSE,0,"RoopaSpeaks",2018-02-27 08:41:37,TRUE,"968331285319094273","968405747783512066","3275792130","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Insane51944212",0,FALSE,FALSE,NA,NA
"40","RT @BJP4India: From Princess to Poetry and from Buddha to Bollywood; India &amp; Korea have so much in common : PM @narendramodi - Watch at htt…",FALSE,0,NA,2018-02-27 08:41:33,FALSE,NA,"968405732105179137",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vipin123panwar",86,TRUE,FALSE,NA,NA
"41","RT @abhinavgoel1006: Sir Kerosene dealers purposely being troubled by the state authorities kindly help @PMOIndia @narendramodi @BJP4India",FALSE,0,NA,2018-02-27 08:41:29,FALSE,NA,"968405715625836544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sahilgarg464",3,TRUE,FALSE,NA,NA
"42","RT @BJP4India: We are already the third-largest economy by purchasing power. Very soon, we will become the world's fifth-largest economy by…",FALSE,0,NA,2018-02-27 08:41:28,FALSE,NA,"968405712870100992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","krpatel4426",192,TRUE,FALSE,NA,NA
"43","RT @BJP4India: Shri @AmitShah addressing Schedule Caste Convention at N.V. Grounds, Gulbarga, Karnataka. #ShahInGulbarga https://t.co/K8Jyo…",FALSE,0,NA,2018-02-27 08:41:27,FALSE,NA,"968405709724545024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sahib45",422,TRUE,FALSE,NA,NA
"44","@KapilMishra_IND if @BJP4India remains an ally with Akali Dal then this result will be obvious. #WakeupCall",FALSE,0,"KapilMishra_IND",2018-02-27 08:41:22,FALSE,"968404641074634752","968405686752178176","31656892","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hariegomoji",0,FALSE,FALSE,NA,NA
"45","@Tufail_Tariq @ANI @BJP4India Jis party Ke govt. state mee hoti hai woh yeh election jeeti hai.. Last two times aka… https://t.co/Bn8SFihMQN",FALSE,0,"Tufail_Tariq",2018-02-27 08:41:21,TRUE,"968397361130168320","968405683447222272","176118369","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nehaharitas",0,FALSE,FALSE,NA,NA
"46","RT @AviralKapil1: @imra_mra @RailMinIndia @PiyushGoyalOffc @PiyushGoyal @BJP4India Don't know why do they lick? Always women empowerment, w…",FALSE,0,NA,2018-02-27 08:41:17,FALSE,NA,"968405666158317568",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mra_srini",7,TRUE,FALSE,NA,NA
"47","RT @AviralKapil1: @imra_mra @RailMinIndia @PiyushGoyalOffc @PiyushGoyal @BJP4India Don't know why do they lick? Always women empowerment, w…",FALSE,0,NA,2018-02-27 08:41:14,FALSE,NA,"968405653415956480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ShejwalVaibhav",7,TRUE,FALSE,NA,NA
"48","RT @fightertiger99: @rsprasad @_DigitalIndia @mygovindia @GoI_MeitY @PMOIndia @BJP4India Sir...#AblaNari  is Advantageous taking in the #fa…",FALSE,0,NA,2018-02-27 08:41:12,FALSE,NA,"968405642871373825",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","OmForMen",33,TRUE,FALSE,NA,NA
"49","RT @BJP4India: I admire the spirit of entrepreneurship of the Korean people. I admire the way in which they have created and sustained thei…",FALSE,0,NA,2018-02-27 08:41:04,FALSE,NA,"968405612580294656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SangameshAnga19",101,TRUE,FALSE,NA,NA
"50","RT @RatanSharda55: But @BJP4India doesn't even know or has turned blind eye. Let's win a few more elections then we will see. You will see…",FALSE,0,NA,2018-02-27 08:41:04,FALSE,NA,"968405610566795264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amitj3",15,TRUE,FALSE,NA,NA
"51","@chitraaum @BJP4India @NitishKumar It’s time we replaced TRPs (Television Rating Points) with VRPs (Vulture Rating… https://t.co/3FeasDBvTC",FALSE,0,"chitraaum",2018-02-27 08:41:03,TRUE,"968404711643713537","968405608276766721","2957682932","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iamshashizanje",0,FALSE,FALSE,NA,NA
"52","@SMedia4 @mediacrooks @BJP4India @malviyamit @sambitswaraj @byadavbjp @AmitShah still unable 2 understand why offic… https://t.co/LxMs9Jun0T",FALSE,0,"SMedia4",2018-02-27 08:41:01,TRUE,"968385422257778689","968405598910869504","29681153","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1955mahesh",0,FALSE,FALSE,NA,NA
"53","RT @siddaramaiah: PM @narendramodi loves to talk of corruption in administrations of the past &amp; of states not ruled by  @BJP4India 

Sir, i…",FALSE,0,NA,2018-02-27 08:41:01,FALSE,NA,"968405597853896704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Aashish44079372",989,TRUE,FALSE,NA,NA
"54","RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u",FALSE,0,NA,2018-02-27 08:40:59,FALSE,NA,"968405592095289344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NikhilSinghBJP",323,TRUE,FALSE,NA,NA
"55","RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…",FALSE,0,NA,2018-02-27 08:40:54,FALSE,NA,"968405567701114881",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","khanna_basant",730,TRUE,FALSE,NA,NA
"56","RT @mashish24: @imra_mra @RailMinIndia @PiyushGoyalOffc @PiyushGoyal @BJP4India Why not all bjp member quit their seat for women that is tr…",FALSE,0,NA,2018-02-27 08:40:54,FALSE,NA,"968405567650775040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hypermetropian",8,TRUE,FALSE,NA,NA
"57","RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…",FALSE,0,NA,2018-02-27 08:40:53,FALSE,NA,"968405566304305152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rohitpandeyji",730,TRUE,FALSE,NA,NA
"58","RT @HemantSirohi1: What days in #Democracy If it's true it's serious &amp; an clear breach of trust! Whats next to be witnessed? @BJP4India @IN…",FALSE,0,NA,2018-02-27 08:40:44,FALSE,NA,"968405527968600064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sahilgarg464",4,TRUE,FALSE,NA,NA
"59","RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u",FALSE,0,NA,2018-02-27 08:40:41,FALSE,NA,"968405515704258560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","krpatel4426",323,TRUE,FALSE,NA,NA
"60","RT @mashish24: @imra_mra @RailMinIndia @PiyushGoyalOffc @PiyushGoyal @BJP4India Why not all bjp member quit their seat for women that is tr…",FALSE,0,NA,2018-02-27 08:40:41,FALSE,NA,"968405513728921603",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mra_srini",8,TRUE,FALSE,NA,NA
"61","RT @NewsX: In my opinion, it’s a murder: BJP MP Subramanian Swamy on Sridevi’s demise
#SrideviDeathMystery #Sridevi @Swamy39 @BJP4India @sw…",FALSE,0,NA,2018-02-27 08:40:31,FALSE,NA,"968405474960867329",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","npyalw",14,TRUE,FALSE,NA,NA
"62","RT @BJP4India: Siddaramaiah Govt in Karnataka has miserably failed on all fronts &amp; have become synonymous with corruption and misgovernance…",FALSE,0,NA,2018-02-27 08:40:15,FALSE,NA,"968405404458913793",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SangameshAnga19",449,TRUE,FALSE,NA,NA
"63","RT @sagarikaghose: The @INC MLA's son was rightly condemned for beating up an injured man, will the @BJP4India MLA who killed 9 people be e…",FALSE,0,NA,2018-02-27 08:40:09,FALSE,NA,"968405381029482496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Roshansafari",577,TRUE,FALSE,NA,NA
"64","RT @ThinkersPad: Today, @BJP4India occupies Political Hindutva platform so dominantly, that Shiv Sena has decided to look for other pasture…",FALSE,0,NA,2018-02-27 08:40:08,FALSE,NA,"968405377401348097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SriramGopal108",499,TRUE,FALSE,NA,NA
"65","RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…",FALSE,0,NA,2018-02-27 08:40:05,FALSE,NA,"968405362847244288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GeeJe",730,TRUE,FALSE,NA,NA
"66","RT @BJP4India: Today our woman power has shown inner fortitude and self-confidence, has made herself self-reliant. Not only has she advance…",FALSE,0,NA,2018-02-27 08:39:50,FALSE,NA,"968405302239481858",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sahib45",257,TRUE,FALSE,NA,NA
"67","@ravikum86964000 @BJP4India Congress free India",FALSE,0,"ravikum86964000",2018-02-27 08:39:46,FALSE,"968026227947663361","968405283557949442","961844555782832128","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","AnilAklera",0,FALSE,FALSE,NA,NA
"68","@Tufail_Tariq @ANI @BJP4India Bjp was never strong in Punjab bevause they're ally of akali dal. And Hindus don't vo… https://t.co/CQLN2LrvcV",FALSE,0,"Tufail_Tariq",2018-02-27 08:39:42,TRUE,"968397361130168320","968405266478878720","176118369","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nehaharitas",0,FALSE,FALSE,NA,NA
"69","@atulkasbekar All are media house of either @BJP4India or @INCIndia. In free time I loved to watch @AndTVOfficial -bhabhi ji ghar par hey",FALSE,0,"atulkasbekar",2018-02-27 08:39:21,FALSE,"968314916921794560","968405181070282752","53355887","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aliasgarmg",0,FALSE,FALSE,NA,NA
"70","@ManojTiwariMP @narendramodi @SushmaSwaraj @BJP4India @BJP4Delhi @passportsevamea @rpodelhi @MEAIndia @MEAQuery… https://t.co/QwDtBH7bP8",FALSE,0,"ManojTiwariMP",2018-02-27 08:39:14,TRUE,"968398738149404673","968405149738823680","3314976162","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bjpandme",0,FALSE,FALSE,NA,NA
"71","RT @ThinkersPad: Today, @BJP4India occupies Political Hindutva platform so dominantly, that Shiv Sena has decided to look for other pasture…",FALSE,0,NA,2018-02-27 08:39:04,FALSE,NA,"968405108340940801",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kushdedhia",499,TRUE,FALSE,NA,NA
"72","Leaders of @BJP4Bihar 1st claimed #ManojBaitha had no connection with party later Its Senior leaders retreated back… https://t.co/bMyu4OM5yd",FALSE,0,NA,2018-02-27 08:38:44,TRUE,NA,"968405023335108614",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SAURAVK09644570",0,FALSE,FALSE,NA,NA
"73","@pankajmishra23 Why can't you submit your evidence against @BJP4India and its leaders to Police or Court?  Second q… https://t.co/vs5FNau8bd",FALSE,0,"pankajmishra23",2018-02-27 08:38:29,TRUE,"968174984458842112","968404961766735872","108543711","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","shantilalhajeri",0,FALSE,FALSE,NA,NA
"74","RT @ThinkersPad: Today, @BJP4India occupies Political Hindutva platform so dominantly, that Shiv Sena has decided to look for other pasture…",FALSE,0,NA,2018-02-27 08:38:28,FALSE,NA,"968404957241266176",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","MeKiranHP",499,TRUE,FALSE,NA,NA
"75","RT @DaharwalK: @BJP4India Govt in centre is 2014-19
BJP President Promising to Make ""Pucca House"" For All by
2022
#KyaUlluBanaya <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B1><U+0087><ed><U+00A0><U+00BD><ed><U+00B1><U+0087> http…",FALSE,0,NA,2018-02-27 08:38:23,FALSE,NA,"968404937372766214",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AtTheRateOfD",21,TRUE,FALSE,NA,NA
"76","RT @BJP4India: Live - Shri @AmitShah's interaction with sugarcane farmers in Humnabad, Karnataka. @BJP4Karnataka https://t.co/oUrspEY08l",FALSE,0,NA,2018-02-27 08:38:20,FALSE,NA,"968404921652363266",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shabeens",507,TRUE,FALSE,NA,NA
"77","RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…",FALSE,0,NA,2018-02-27 08:38:12,FALSE,NA,"968404891390631936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rbr6000",212,TRUE,FALSE,NA,NA
